source,commodity,crop_year,attribute,value,unit,report_date
CONAB,Corn,1979/80,Production,19435.3,1000 MT,2026-08-06
CONAB,Corn,1979/80,Production,19435.3,1000 MT,2026-08-07
CONAB,Corn,1979/80,Production,19435.3,1000 MT,2026-08-08
CONAB,Corn,1979/80,Production,19435.3,1000 MT,2026-08-10
CONAB,Corn,1979/80,Production,19435.3,1000 MT,2026-08-11
CONAB,Corn,1979/80,Production,19435.3,1000 MT,2026-08-12
CONAB,Corn,1979/80,Production,19435.3,1000 MT,2026-08-13
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-07-28
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-07-30
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-07-31
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-02
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-03
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-04
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-05
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-06
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-07
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-08
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-10
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-11
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-12
CONAB,Corn,1979/80,Yield,1665.4212975261141,KG/HA,2026-08-13
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-07-28
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-07-30
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-07-31
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-02
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-03
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-04
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-05
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-06
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-07
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-08
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-10
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-11
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-12
CONAB,Corn,1980/81,Area,12147.1,1000 HA,2026-08-13
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-07-28
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-07-30
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-07-31
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-02
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-03
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-04
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-05
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-06
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-07
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-08
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-10
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-11
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-12
CONAB,Corn,1980/81,Production,21283.8,1000 MT,2026-08-13
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-07-28
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-07-30
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-07-31
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-02
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-03
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-04
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-05
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-06
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-07
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-08
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-10
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-11
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-12
CONAB,Corn,1980/81,Yield,1752.1713001457138,KG/HA,2026-08-13
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-07-28
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-07-30
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-07-31
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-02
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-03
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-04
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-05
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-06
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-07
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-08
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-10
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-11
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-12
CONAB,Corn,1981/82,Area,12771.1,1000 HA,2026-08-13
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-07-28
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-07-30
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-07-31
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-02
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-03
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-04
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-05
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-06
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-07
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-08
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-10
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-11
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-12
CONAB,Corn,1981/82,Production,21604.8,1000 MT,2026-08-13
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-07-28
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-07-30
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-07-31
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-02
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-03
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-04
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-05
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-06
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-07
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-08
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-10
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-11
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-12
CONAB,Corn,1981/82,Yield,1691.6945290538795,KG/HA,2026-08-13
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-07-28
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-07-30
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-07-31
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-02
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-03
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-04
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-05
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-06
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-07
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-08
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-10
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-11
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-12
CONAB,Corn,1982/83,Area,11658.2,1000 HA,2026-08-13
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-07-28
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-07-30
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-07-31
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-02
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-03
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-04
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-05
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-06
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-07
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-08
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-10
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-11
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-12
CONAB,Corn,1982/83,Production,19015.0,1000 MT,2026-08-13
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-07-28
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-07-30
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-07-31
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-02
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-03
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-04
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-05
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-06
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-07
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-08
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-10
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-11
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-12
CONAB,Corn,1982/83,Yield,1631.040812475339,KG/HA,2026-08-13
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-07-28
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-07-30
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-07-31
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-02
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-03
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-04
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-05
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-06
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-07
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-08
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-10
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-11
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-12
CONAB,Corn,1983/84,Area,12205.6,1000 HA,2026-08-13
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-07-28
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-07-30
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-07-31
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-02
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-03
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-04
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-05
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-06
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-07
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-08
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-10
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-11
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-12
CONAB,Corn,1983/84,Production,21178.2,1000 MT,2026-08-13
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-07-28
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-07-30
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-07-31
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-02
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-03
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-04
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-05
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-06
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-07
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-08
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-10
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-11
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-12
CONAB,Corn,1983/84,Yield,1735.1215835354262,KG/HA,2026-08-13
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-07-28
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-07-30
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-07-31
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-02
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-03
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-04
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-05
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-06
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-07
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-08
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-10
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-11
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-12
CONAB,Corn,1984/85,Area,11940.2,1000 HA,2026-08-13
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-07-28
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-07-30
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-07-31
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-02
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-03
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-04
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-05
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-06
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-07
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-08
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-10
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-11
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-12
CONAB,Corn,1984/85,Production,21174.7,1000 MT,2026-08-13
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-07-28
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-07-30
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-07-31
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-02
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-03
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-04
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-05
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-06
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-07
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-08
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-10
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-11
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-12
CONAB,Corn,1984/85,Yield,1773.3957555149827,KG/HA,2026-08-13
CONAB,Corn,1985/86,Area,13083.5,1000 HA,2026-07-28
CONAB,Corn,1985/86,Area,13083.5,1000 HA,2026-07-30
CONAB,Corn,1985/86,Area,13083.5,1000 HA,2026-07-31
